,FirstName_x,LastName_x,DateOfBirth_x,FullName_x,MatchedFullName,FullNameScore,FullNameIndex,MatchedFirstName,FirstNameScore,FirstNameIndex,MatchedLastName,LastNameScore,LastNameIndex,FirstName_y,LastName_y,DateOfBirth_y,Revenue,FullName_y
170,jennifer,brown,2022-02-06,jenniferbrown,jenniferbrwon,92.30769,137,jennifer,100.0,65,brown,100.0,135,jennifer,brwon,2022-02-06,467735,jenniferbrwon
171,diane,solis,1961-06-22,dianesolis,idanesolis,90.0,138,idane,80.0,117,solis,100.0,124,idane,solis,1961-06-22,278812,idanesolis
172,karen,delacruz,1967-03-05,karendelacruz,karendelacruz,100.0,139,karen,100.0,13,delacruz,100.0,125,karen,delacruz,1967-03-05,307898,karendelacruz
173,debbie,blankenship,2009-11-05,debbieblankenship,debbieblankenship,100.0,140,debbie,100.0,118,blankenship,100.0,126,debbie,blankenship,2009-11-05,62931,debbieblankenship
174,vincent,jackson,1944-08-16,vincentjackson,vnicentjackson,92.85714,141,vincent,100.0,120,jackson,100.0,127,vnicent,jackson,1944-08-16,120479,vnicentjackson
175,vincent,lopez,1948-01-24,vincentlopez,vincentlpoez,91.666664,142,vincent,100.0,120,lopez,100.0,181,vincent,lpoez,1948-01-24,381464,vincentlpoez
176,joseph,morales,1965-04-06,josephmorales,josephmorales,100.0,143,joseph,100.0,104,morales,100.0,129,joseph,morales,1965-04-06,58019,josephmorales
177,anna,moore,1969-02-17,annamoore,annamoore,100.0,144,anna,100.0,121,moore,100.0,9,anna,moore,1969-02-17,46698,annamoore
178,rebecca,chapman,1965-01-17,rebeccachapman,rebeccapham,80.0,409,rebecca,100.0,24,chan,72.72727,431,rebecca,pham,1942-02-05,199762,rebeccapham
179,monica,hale,2021-06-04,monicahale,monicahale,100.0,145,monica,100.0,79,hale,100.0,130,monica,hale,2021-06-04,145246,monicahale
180,matthew,bell,1986-05-03,matthewbell,matthwebell,90.90909,146,matthew,100.0,19,bell,100.0,116,matthwe,bell,1986-05-03,385931,matthwebell
181,jeremy,blackburn,1976-09-30,jeremyblackburn,jeffreycook,53.846153,615,jeremy,100.0,321,black,71.42857,79,jeffrey,cook,1954-12-27,357060,jeffreycook
182,roy,myers,1966-03-24,roymyers,roymyers,100.0,147,roy,100.0,122,myers,100.0,131,roy,myers,1966-03-24,89258,roymyers
183,gary,walls,1950-07-12,garywalls,agrywalls,88.888885,148,gary,100.0,100,walls,100.0,132,agry,walls,1950-07-12,188451,agrywalls
184,todd,martinez,1954-11-05,toddmartinez,kristamartinez,69.23077,524,cody,50.0,25,martinez,100.0,394,krista,martinez,2010-03-19,367712,kristamartinez
185,terry,vasquez,1995-09-15,terryvasquez,terryvaqsuez,91.666664,149,terry,100.0,124,vasquez,100.0,113,terry,vaqsuez,1995-09-15,31098,terryvaqsuez
186,charles,young,1926-12-08,charlesyoung,charlesraymond,76.92308,447,charles,100.0,300,young,100.0,148,charles,raymond,2005-08-04,58558,charlesraymond
187,lynn,williams,1946-03-16,lynnwilliams,lynnwliliams,91.666664,150,lynn,100.0,48,williams,100.0,68,lynn,wliliams,1946-03-16,475797,lynnwliliams
188,nancy,williams,1967-12-26,nancywilliams,nancywilliams,100.0,151,nancy,100.0,96,williams,100.0,68,nancy,williams,1967-12-26,273984,nancywilliams
189,karen,combs,1955-06-18,karencombs,karenymers,70.0,13,karen,100.0,13,jacobs,72.72727,476,karen,ymers,1975-08-22,8746,karenymers
190,debra,brown,1962-01-19,debrabrown,dberabrown,90.0,152,debra,100.0,424,brown,100.0,135,dbera,brown,1962-01-19,132345,dberabrown
191,carrie,burke,1939-07-16,carrieburke,carrieburke,100.0,153,carrie,100.0,126,burke,100.0,136,carrie,burke,1939-07-16,113800,carrieburke
192,kathleen,thornton,1935-04-25,kathleenthornton,kathleenthortnon,93.75,154,kathleen,100.0,127,thortnon,87.5,137,kathleen,thortnon,1935-04-25,425574,kathleenthortnon
193,katelyn,bryan,1976-02-10,katelynbryan,katelynbyran,91.666664,155,katelyn,100.0,128,bryant,90.90909,40,katelyn,byran,1976-02-10,213026,katelynbyran
194,cynthia,gray,1994-05-22,cynthiagray,cynthiargay,90.90909,156,cynthia,100.0,67,gray,100.0,370,cynthia,rgay,1994-05-22,497924,cynthiargay
195,michael,johnson,1993-10-16,michaeljohnson,michaeljohsnon,92.85714,157,michael,100.0,52,johnson,100.0,97,michael,johsnon,,12555,michaeljohsnon
196,alex,jimenez,1964-02-10,alexjimenez,alxejimenez,90.90909,158,alexis,80.0,97,jimenez,100.0,92,alxe,jimenez,1964-02-10,405030,alxejimenez
197,rebecca,reyes,1957-06-09,rebeccareyes,rebeccaweeks,83.333336,25,rebecca,100.0,24,reyes,100.0,82,rebecca,weeks,2020-07-13,267073,rebeccaweeks
198,michelle,benson,1929-08-14,michellebenson,michelleanderson,80.0,616,michelle,100.0,255,benson,100.0,362,michelle,anderson,,114389,michelleanderson
199,ashley,mclaughlin,1958-09-26,ashleymclaughlin,ashleymclaughlin,100.0,159,ashley,100.0,130,mclaughlin,100.0,141,ashley,mclaughlin,1958-09-26,2912,ashleymclaughlin
200,cathy,ramos,1974-12-02,cathyramos,acthyramos,90.0,160,acthy,80.0,131,ramos,100.0,142,acthy,ramos,1974-12-02,354259,acthyramos
201,seth,lee,2016-10-27,sethlee,sethlee,100.0,161,seth,100.0,132,lee,100.0,104,seth,lee,2016-10-27,54682,sethlee
202,jacqueline,black,1942-04-06,jacquelineblack,danielblack,61.53846,82,jacquelnie,90.0,148,black,100.0,79,daniel,black,1950-05-01,391401,danielblack
203,lynn,cole,1965-04-11,lynncole,lnyncole,87.5,162,lynn,100.0,48,cole,100.0,143,lnyn,cole,1965-04-11,289441,lnyncole
204,angelica,chapman,1931-12-24,angelicachapman,angelchavez,61.53846,320,angela,85.71429,139,chan,72.72727,431,angel,chavez,2001-09-30,6278,angelchavez
205,margaret,serrano,1928-05-14,margaretserrano,mragaretserrano,93.333336,163,margaret,100.0,266,serrano,100.0,4,mragaret,serrano,1928-05-14,182936,mragaretserrano
206,stacey,washington,2004-01-02,staceywashington,staceywashington,100.0,164,stacey,100.0,135,washington,100.0,16,stacey,washington,2004-01-02,138430,staceywashington
207,jill,hill,2000-09-08,jillhill,jillihll,87.5,165,jill,100.0,136,hill,100.0,466,jill,ihll,2000-09-08,304709,jillihll
208,brad,brown,1989-12-16,bradbrown,bradbrown,100.0,166,brad,100.0,137,brown,100.0,135,brad,brown,1989-12-16,413064,bradbrown
209,amanda,hayes,1957-07-07,amandahayes,amandahaeys,90.90909,167,amanda,100.0,43,hayes,100.0,403,amanda,haeys,,54540,amandahaeys
210,scott,baker,2009-08-02,scottbaker,stevenbaker,66.666664,792,scott,100.0,433,baker,100.0,408,steven,baker,2024-04-18,95449,stevenbaker
211,mary,bowers,1977-02-12,marybowers,mairlynjones,63.636364,80,mary,100.0,47,owens,72.72727,46,mairlyn,jones,1969-06-17,392605,mairlynjones
212,david,marshall,1966-09-09,davidmarshall,davidmarshall,100.0,168,david,100.0,75,marshall,100.0,145,david,marshall,1966-09-09,476069,davidmarshall
213,shelby,boyd,1973-01-03,shelbyboyd,shelbybody,90.0,169,shelby,100.0,138,boyd,100.0,35,shelby,body,1973-01-03,354549,shelbybody
214,matthew,yates,2004-08-19,matthewyates,matthewyates,100.0,170,matthew,100.0,19,yates,100.0,147,matthew,yates,2004-08-19,407040,matthewyates
215,angela,young,1950-04-15,angelayoung,angelayoung,100.0,171,angela,100.0,139,young,100.0,148,angela,young,1950-04-15,150200,angelayoung
216,brian,smith,1949-05-16,briansmith,brinasmith,90.0,172,brian,100.0,150,smith,100.0,23,brina,smith,1949-05-16,406136,brinasmith
217,anne,taylor,1934-10-18,annetaylor,angelataylor,81.818184,687,anne,100.0,363,taylor,100.0,246,angela,taylor,2012-12-05,87022,angelataylor
218,dawn,nunez,1999-07-11,dawnnunez,doanldfernandez,58.333332,712,dawn,100.0,188,nunez,100.0,26,doanld,fernandez,2008-10-19,272256,doanldfernandez
219,kristina,vasquez,2009-08-22,kristinavasquez,kristinavasquze,93.333336,173,kristina,100.0,141,vasquez,100.0,113,kristina,vasquze,2009-08-22,374396,kristinavasquze
220,matthew,hawkins,1982-11-01,matthewhawkins,matthewhawkins,100.0,174,matthew,100.0,19,hawkins,100.0,150,matthew,hawkins,1982-11-01,495638,matthewhawkins
221,tracy,lawrence,2004-10-13,tracylawrence,williamlawrence,64.28571,181,tracy,100.0,216,lawrence,100.0,157,william,lawrence,1973-01-26,16859,williamlawrence
222,jackson,robertson,1930-10-25,jacksonrobertson,brandonroberts,66.666664,207,jason,83.333336,78,roberson,94.117645,169,brandon,roberts,1940-11-02,458880,brandonroberts
223,david,small,2010-12-22,davidsmall,davidsamll,90.0,175,david,100.0,75,samll,80.0,151,david,samll,2010-12-22,350327,davidsamll
224,bradley,johnson,1957-02-01,bradleyjohnson,brandonjohnson,78.57143,103,braldey,85.71429,323,johnson,100.0,97,brandon,johnson,2002-01-03,451560,brandonjohnson
225,bradley,johnson,1957-02-01,bradleyjohnson,brandonjohnson,78.57143,103,braldey,85.71429,323,johnson,100.0,97,brandon,johnson,1924-01-30,448394,brandonjohnson
226,leah,ortiz,1983-02-18,leahortiz,daamortiz,66.666664,486,pamlea,60.0,401,ortiz,100.0,336,daam,ortiz,1986-03-22,189645,daamortiz
227,timothy,simpson,1937-12-25,timothysimpson,tiomthysimpson,92.85714,176,timothy,100.0,286,simpson,100.0,152,tiomthy,simpson,1937-12-25,242918,tiomthysimpson
228,alan,andersen,1960-04-28,alanandersen,liasanderson,75.0,14,alan,100.0,219,anderson,87.5,14,lias,anderson,2019-07-07,213593,liasanderson
229,adam,quinn,1925-03-01,adamquinn,aadmquinn,88.888885,177,adam,100.0,427,quinn,100.0,153,aadm,quinn,,48369,aadmquinn
230,diane,davis,1937-09-06,dianedavis,idanedavis,90.0,178,idane,80.0,117,davis,100.0,154,idane,davis,1937-09-06,481405,idanedavis
231,hunter,olson,1979-03-27,hunterolson,christopherolson,66.666664,122,heather,61.53846,38,olson,100.0,111,christopher,olson,,152543,christopherolson
232,robin,wheeler,1949-12-17,robinwheeler,robinwhite,72.72727,481,robin,100.0,316,wheeler,100.0,94,robin,white,1948-09-21,303698,robinwhite
233,jacob,campbell,1970-10-13,jacobcampbell,teresacampbell,66.666664,22,jacob,100.0,59,campbell,100.0,22,teresa,campbell,1993-06-26,462940,teresacampbell
234,jonathan,jones,2022-05-12,jonathanjones,juanjones,72.72727,128,jonathan,100.0,76,jones,100.0,77,juan,jones,1976-11-28,495971,juanjones
235,amanda,evans,2000-08-07,amandaevans,amandaevans,100.0,179,amanda,100.0,43,evans,100.0,155,amanda,evans,,187331,amandaevans
236,anthony,davidson,1972-11-19,anthonydavidson,anthonydaivdson,93.333336,180,anthony,100.0,5,daivdson,87.5,156,anthony,daivdson,,106559,anthonydaivdson
237,william,lawrence,1973-01-26,williamlawrence,williamlawrence,100.0,181,william,100.0,98,lawrence,100.0,157,william,lawrence,1973-01-26,16859,williamlawrence
238,william,adams,1980-08-09,williamadams,williamadams,100.0,182,william,100.0,98,adams,100.0,158,william,adams,1980-08-09,291238,williamadams
239,kellie,garcia,1988-01-15,kelliegarcia,kelliegarcia,100.0,183,kellie,100.0,144,garcia,100.0,159,kellie,garcia,1988-01-15,305506,kelliegarcia
240,ruth,russo,1926-11-12,ruthrusso,ruthrusso,100.0,184,ruth,100.0,145,russo,100.0,160,ruth,russo,1926-11-12,266781,ruthrusso
241,james,gill,1985-07-06,jamesgill,jamesgill,100.0,185,james,100.0,32,gill,100.0,161,james,gill,1985-07-06,479258,jamesgill
242,dean,davis,1929-04-05,deandavis,deandavis,100.0,186,dean,100.0,146,davis,100.0,154,dean,davis,1929-04-05,476106,deandavis
243,eric,taylor,1948-05-13,erictaylor,marcustaylor,72.72727,598,eric,100.0,166,taylor,100.0,246,marcus,taylor,,317974,marcustaylor
244,daniel,chen,1980-03-17,danielchen,danielchen,100.0,187,daniel,100.0,17,chen,100.0,162,daniel,chen,1980-03-17,250457,danielchen
245,betty,strickland,1989-07-01,bettystrickland,bettystrickland,100.0,188,betty,100.0,147,strickland,100.0,163,betty,strickland,1989-07-01,293247,bettystrickland
246,jacqueline,robinson,1940-06-22,jacquelinerobinson,jacquelnierobinson,94.44444,189,jacquelnie,90.0,148,robinson,100.0,164,jacquelnie,robinson,1940-06-22,287343,jacquelnierobinson
247,michael,newton,2009-05-25,michaelnewton,michealnewton,92.30769,190,michael,100.0,52,newton,100.0,165,micheal,newton,2009-05-25,106705,michealnewton
248,brian,blackwell,1979-05-01,brianblackwell,brianblackwell,100.0,191,brian,100.0,150,blackwell,100.0,166,brian,blackwell,1979-05-01,175501,brianblackwell
249,tiffany,cameron,2020-07-01,tiffanycameron,caitlincarlson,57.142857,801,tanya,66.666664,267,claderon,80.0,352,caitlin,carlson,2012-09-04,153668,caitlincarlson
250,morgan,tucker,1931-11-06,morgantucker,morganutcker,91.666664,192,morgan,100.0,151,utcker,83.333336,167,morgan,utcker,1931-11-06,255652,morganutcker
251,gina,smith,1997-10-03,ginasmith,ignasmith,88.888885,193,regina,80.0,368,smith,100.0,23,igna,smith,1997-10-03,128227,ignasmith
252,natasha,howard,1941-03-21,natashahoward,natashahoward,100.0,194,natasha,100.0,153,howard,100.0,168,natasha,howard,1941-03-21,490115,natashahoward
253,terri,roberson,1985-07-25,terriroberson,terriroberson,100.0,195,terri,100.0,154,roberson,100.0,169,terri,roberson,1985-07-25,196646,terriroberson
254,robert,cooper,1966-09-03,robertcooper,robertcooper,100.0,196,robert,100.0,12,cooper,100.0,170,robert,cooper,1966-09-03,227913,robertcooper
255,terri,vargas,1997-12-06,terrivargas,terrivargas,100.0,197,terri,100.0,154,vargas,100.0,171,terri,vargas,1997-12-06,35621,terrivargas
256,amanda,hamilton,1927-02-06,amandahamilton,amandahamilton,100.0,198,amanda,100.0,43,hamilton,100.0,172,amanda,hamilton,1927-02-06,411055,amandahamilton
257,gregory,cunningham,2007-07-28,gregorycunningham,gregorycunningham,100.0,199,gregory,100.0,155,cunningham,100.0,173,gregory,cunningham,2007-07-28,300427,gregorycunningham
258,christopher,garrett,1989-04-30,christophergarrett,christohpergarrett,94.44444,200,christopher,100.0,105,garrett,100.0,174,christohper,garrett,1989-04-30,322774,christohpergarrett
259,brian,delgado,1977-07-05,briandelgado,briandelgado,100.0,201,brian,100.0,150,delgado,100.0,175,brian,delgado,1977-07-05,429120,briandelgado
260,emily,king,1929-09-05,emilyking,emilyking,100.0,202,emily,100.0,157,king,100.0,176,emily,king,1929-09-05,38525,emilyking
261,whitney,robinson,1962-04-08,whitneyrobinson,whitneyrobinson,100.0,203,whitney,100.0,158,robinson,100.0,164,whitney,robinson,1962-04-08,72365,whitneyrobinson
262,andre,adams,2017-05-03,andreadams,andreadams,100.0,204,andre,100.0,159,adams,100.0,158,andre,adams,2017-05-03,384887,andreadams
263,angela,johnson,2012-08-25,angelajohnson,angelajohnson,100.0,205,angela,100.0,139,johnson,100.0,97,angela,johnson,2012-08-25,409526,angelajohnson
264,heather,dixon,1946-03-13,heatherdixon,heahterdixon,91.666664,206,heather,100.0,38,dixon,100.0,177,heahter,dixon,1946-03-13,202956,heahterdixon
265,brandon,roberts,1940-11-02,brandonroberts,brandonroberts,100.0,207,brandon,100.0,89,roberts,100.0,178,brandon,roberts,1940-11-02,458880,brandonroberts
266,dustin,stark,1942-03-07,dustinstark,dustinstark,100.0,208,dustin,100.0,161,stark,100.0,179,dustin,stark,1942-03-07,5973,dustinstark
267,rachel,cross,2018-04-11,rachelcross,rachelrcoss,90.90909,209,rachel,100.0,162,cross,100.0,445,rachel,rcoss,2018-04-11,342351,rachelrcoss
268,susan,lopez,1985-06-28,susanlopez,susnalopez,90.0,210,susan,100.0,317,lopez,100.0,181,susna,lopez,1985-06-28,56730,susnalopez
269,john,pittman,2021-06-07,johnpittman,arndypittman,69.565216,95,john,100.0,9,pittman,100.0,90,arndy,pittman,1939-01-23,279194,arndypittman
270,james,scott,1931-05-31,jamesscott,jamesscott,100.0,211,james,100.0,32,scott,100.0,39,james,scott,1931-05-31,470101,jamesscott
271,james,jones,1999-01-08,jamesjones,jamesjones,100.0,212,james,100.0,32,jones,100.0,77,james,jones,1999-01-08,312680,jamesjones
272,kyle,frey,1962-10-29,kylefrey,kylefrey,100.0,213,kyle,100.0,57,frey,100.0,182,kyle,frey,1962-10-29,57698,kylefrey
273,carol,cardenas,2021-01-20,carolcardenas,carolcardenas,100.0,214,carol,100.0,164,cardenas,100.0,183,carol,cardenas,2021-01-20,475862,carolcardenas
274,erin,osborn,2021-10-15,erinosborn,erinosborn,100.0,215,erin,100.0,42,osborn,100.0,184,erin,osborn,2021-10-15,435965,erinosborn
275,samuel,brown,1973-08-14,samuelbrown,samuelbrown,100.0,216,samuel,100.0,165,brown,100.0,135,samuel,brown,1973-08-14,153847,samuelbrown
276,eric,hall,1949-12-25,erichall,erichall,100.0,217,eric,100.0,166,hall,100.0,185,eric,hall,1949-12-25,473409,erichall
277,cameron,wilson,1965-07-24,cameronwilson,cameronwilson,100.0,218,cameron,100.0,167,wilson,100.0,186,cameron,wilson,1965-07-24,304579,cameronwilson
278,kayla,mason,1964-10-15,kaylamason,kaylaamson,90.0,219,kayla,100.0,113,mason,100.0,484,kayla,amson,1964-10-15,288862,kaylaamson
279,robert,reed,1941-09-15,robertreed,robertered,90.0,220,robert,100.0,12,reed,100.0,17,robert,ered,1941-09-15,89078,robertered
280,erica,keller,1989-10-31,ericakeller,ericakeller,100.0,221,erica,100.0,168,keller,100.0,189,erica,keller,1989-10-31,471725,ericakeller
281,sarah,ramos,2007-09-19,sarahramos,saraharmos,90.0,222,sarah,100.0,0,ramos,100.0,142,sarah,armos,,213137,saraharmos
282,jade,thompson,1978-10-14,jadethompson,jadethompson,100.0,223,jade,100.0,169,thompson,100.0,28,jade,thompson,1978-10-14,424381,jadethompson
283,jason,ponce,1950-10-08,jasonponce,jasonpocne,90.0,224,jason,100.0,78,pocne,80.0,191,jason,pocne,1950-10-08,126427,jasonpocne
284,christina,smith,1934-12-17,christinasmith,hcristinasmith,92.85714,225,christina,100.0,50,smith,100.0,23,hcristina,smith,1934-12-17,185858,hcristinasmith
285,hannah,anderson,2024-05-09,hannahanderson,kennethanderson,75.86207,528,anna,80.0,121,anderson,100.0,14,kenneth,anderson,1974-08-12,282094,kennethanderson
286,glen,jackson,2008-12-07,glenjackson,vnicentjackson,72.0,141,glen,100.0,80,jackson,100.0,127,vnicent,jackson,1944-08-16,120479,vnicentjackson
287,gary,morse,1942-11-11,garymorse,garymosre,88.888885,226,gary,100.0,100,morse,100.0,556,gary,mosre,1942-11-11,341978,garymosre
288,alexandra,craig,1956-08-16,alexandracraig,alexandracarig,92.85714,227,alexandra,100.0,171,carig,80.0,193,alexandra,carig,1956-08-16,257465,alexandracarig
289,gloria,roman,1975-03-14,gloriaroman,gloiraroman,90.90909,228,gloira,83.333336,172,roman,100.0,194,gloira,roman,1975-03-14,273483,gloiraroman
290,richard,nichols,1964-10-14,richardnichols,richardnicohls,92.85714,229,richard,100.0,173,nichols,100.0,528,richard,nicohls,1964-10-14,474964,richardnicohls
291,jimmy,keller,1972-04-04,jimmykeller,jimmykeller,100.0,230,jimmy,100.0,174,keller,100.0,189,jimmy,keller,1972-04-04,481425,jimmykeller
292,kimberly,howe,1953-09-24,kimberlyhowe,kimberlyhowe,100.0,231,kimberly,100.0,175,howe,100.0,196,kimberly,howe,1953-09-24,75867,kimberlyhowe
293,krista,wood,1966-04-15,kristawood,kristawood,100.0,232,krista,100.0,176,wood,100.0,197,krista,wood,1966-04-15,76418,kristawood
294,edward,sanchez,1935-12-14,edwardsanchez,edwardsanchez,100.0,233,edward,100.0,177,sanchez,100.0,198,edward,sanchez,1935-12-14,377692,edwardsanchez
295,amber,rogers,1984-05-21,amberrogers,amberrogers,100.0,234,amber,100.0,178,rogers,100.0,199,amber,rogers,1984-05-21,22058,amberrogers
296,david,robbins,1948-06-30,davidrobbins,davidorbbins,91.666664,235,david,100.0,75,robbins,100.0,455,david,orbbins,1948-06-30,325890,davidorbbins
297,brandy,nguyen,2018-11-30,brandynguyen,brandynguyen,100.0,236,brandy,100.0,179,nguyen,100.0,201,brandy,nguyen,,165555,brandynguyen
298,andrea,day,1942-05-07,andreaday,andreaady,88.888885,237,andrea,100.0,180,ady,66.666664,202,andrea,ady,1942-05-07,157193,andreaady
299,james,hughes,1944-04-09,jameshughes,jameshughes,100.0,346,james,100.0,32,hughes,100.0,278,james,hughes,1936-11-28,207144,jameshughes
300,laurie,brady,1932-05-27,lauriebrady,luariebrady,90.90909,239,laurie,100.0,395,brady,100.0,204,luarie,brady,1932-05-27,133252,luariebrady
301,stephanie,reynolds,2005-03-25,stephaniereynolds,stephaniereynolds,100.0,240,stephanie,100.0,182,reynolds,100.0,205,stephanie,reynolds,2005-03-25,63241,stephaniereynolds
302,brianna,brandt,1961-06-18,briannabrandt,briannabrandt,100.0,241,brianna,100.0,183,brandt,100.0,206,brianna,brandt,1961-06-18,188547,briannabrandt
303,stephanie,howell,2014-05-10,stephaniehowell,stephaniehowell,100.0,242,stephanie,100.0,182,howell,100.0,207,stephanie,howell,2014-05-10,15130,stephaniehowell
304,ashley,wagner,1967-02-22,ashleywagner,ashleywagner,100.0,243,ashley,100.0,130,wagner,100.0,208,ashley,wagner,1967-02-22,183856,ashleywagner
305,holly,miranda,1949-03-19,hollymiranda,hollymiranda,100.0,244,holly,100.0,184,miranda,100.0,209,holly,miranda,1949-03-19,129991,hollymiranda
306,melissa,martin,1995-01-25,melissamartin,melissamartin,100.0,245,melissa,100.0,16,martin,100.0,99,melissa,martin,1995-01-25,181955,melissamartin
307,heather,carroll,1972-08-30,heathercarroll,haethercarroll,92.85714,246,heather,100.0,38,carroll,100.0,210,haether,carroll,1972-08-30,478318,haethercarroll
308,tracey,rivera,2023-08-28,traceyrivera,traceyrviera,91.666664,247,tracey,100.0,186,rviera,83.333336,211,tracey,rviera,2023-08-28,146015,traceyrviera
309,julia,sullivan,1926-04-13,juliasullivan,juliephillips,53.846153,588,julie,80.0,7,silva,61.53846,308,julie,phillips,1954-09-21,92862,juliephillips
310,jeremy,williams,1946-01-12,jeremywilliams,tyronewilliams,71.42857,370,jeremy,100.0,321,williams,100.0,68,tyrone,williams,,112364,tyronewilliams
311,gabriel,taylor,1964-05-15,gabrieltaylor,angelataylor,72.0,687,gabrielle,87.5,228,taylor,100.0,246,angela,taylor,2012-12-05,87022,angelataylor
312,tamara,thomas,1929-06-13,tamarathomas,tamraathomas,91.666664,248,tamraa,83.333336,187,thomas,100.0,11,tamraa,thomas,1929-06-13,410307,tamraathomas
313,maria,mclaughlin,2000-08-31,mariamclaughlin,ashleymclaughlin,70.96774,159,maria,100.0,191,mclaughlin,100.0,141,ashley,mclaughlin,1958-09-26,2912,ashleymclaughlin
314,nicholas,gonzalez,1968-02-12,nicholasgonzalez,nicholasmcdonald,75.0,688,nicholas,100.0,41,gonzalez,100.0,240,nicholas,mcdonald,,130843,nicholasmcdonald
315,dawn,fritz,1958-03-08,dawnfritz,dawnfritz,100.0,249,dawn,100.0,188,fritz,100.0,212,dawn,fritz,,359993,dawnfritz
316,jacob,perry,1987-10-02,jacobperry,jacobperry,100.0,250,jacob,100.0,59,perry,100.0,213,jacob,perry,1987-10-02,422555,jacobperry
317,anthony,williams,1991-09-23,anthonywilliams,anthonywilliams,100.0,251,anthony,100.0,5,williams,100.0,68,anthony,williams,1991-09-23,318519,anthonywilliams
318,marisa,bartlett,1964-02-10,marisabartlett,marisabartlett,100.0,252,marisa,100.0,189,bartlett,100.0,214,marisa,bartlett,1964-02-10,14453,marisabartlett
319,joanne,mccarty,1982-06-15,joannemccarty,joannemccarty,100.0,253,joanne,100.0,190,mccarty,100.0,215,joanne,mccarty,1982-06-15,109117,joannemccarty
320,veronica,townsend,1943-12-29,veronicatownsend,davidtownesnd,62.068966,297,veornica,87.5,406,townesnd,87.5,250,david,townesnd,2003-04-19,279766,davidtownesnd
321,eric,rice,1999-09-15,ericrice,ericriec,87.5,254,eric,100.0,166,price,88.888885,303,eric,riec,1999-09-15,363412,ericriec
322,robert,williams,1934-09-20,robertwilliams,tyronewilliams,78.57143,370,robert,100.0,12,williams,100.0,68,tyrone,williams,,112364,tyronewilliams
323,maria,bright,1995-10-09,mariabright,mariabright,100.0,255,maria,100.0,191,bright,100.0,217,maria,bright,1995-10-09,332597,mariabright
324,keith,jordan,1975-05-13,keithjordan,keithjodran,90.90909,256,keith,100.0,62,jordan,100.0,513,keith,jodran,1975-05-13,281044,keithjodran
325,james,jackson,1969-02-02,jamesjackson,jamesercikson,80.0,107,james,100.0,32,jackson,100.0,127,james,ercikson,1950-09-17,213301,jamesercikson
326,eric,brady,2011-06-11,ericbrady,eircbrady,88.888885,257,eric,100.0,166,brady,100.0,204,eirc,brady,2011-06-11,85423,eircbrady
327,steven,scott,1972-12-14,stevenscott,stevenmoss,66.666664,572,steven,100.0,200,scott,100.0,39,steven,moss,1965-01-27,338604,stevenmoss
328,travis,beck,1958-05-27,travisbeck,travisbeck,100.0,258,travis,100.0,193,beck,100.0,219,travis,beck,1958-05-27,410647,travisbeck
329,thomas,chan,1974-10-29,thomaschan,thomashcan,90.0,259,thomas,100.0,35,chan,100.0,431,thomas,hcan,,284140,thomashcan
330,charles,daniels,1982-12-07,charlesdaniels,darrelldaniels,71.42857,134,charles,100.0,300,daniels,100.0,121,darrell,daniels,1937-06-25,20581,darrelldaniels
331,collin,burns,1985-09-28,collinburns,collinburns,100.0,260,collin,100.0,194,burns,100.0,221,collin,burns,1985-09-28,406765,collinburns
332,david,davis,1982-11-12,daviddavis,daviddavis,100.0,261,david,100.0,75,davis,100.0,154,david,davis,1982-11-12,367311,daviddavis
333,elizabeth,glenn,2012-02-22,elizabethglenn,elizabethglenn,100.0,262,elizabeth,100.0,195,glenn,100.0,222,elizabeth,glenn,2012-02-22,15859,elizabethglenn
334,jack,ward,1954-04-07,jackward,jcakward,87.5,263,jcak,75.0,196,ward,100.0,223,jcak,ward,1954-04-07,218035,jcakward
335,matthew,washington,1935-01-31,matthewwashington,mtathewwashington,94.117645,264,matthew,100.0,19,washington,100.0,16,mtathew,washington,1935-01-31,16855,mtathewwashington
336,jasmine,conley,2023-11-28,jasmineconley,jasmineconley,100.0,265,jasmine,100.0,198,conley,100.0,224,jasmine,conley,2023-11-28,490757,jasmineconley
337,virginia,banks,1989-08-11,virginiabanks,virginailucas,69.23077,414,virginai,87.5,287,barnes,72.72727,425,virginai,lucas,2005-02-10,433509,virginailucas
338,dustin,garza,2004-07-16,dustingarza,dutsingarza,90.90909,266,dustin,100.0,161,garza,100.0,225,dutsin,garza,2004-07-16,466099,dutsingarza
339,steven,pham,1954-05-03,stevenpham,stevenpham,100.0,267,steven,100.0,200,pham,100.0,226,steven,pham,1954-05-03,414739,stevenpham
340,dennis,patton,2013-11-29,dennispatton,dominiquestuton,59.25926,798,dean,60.0,146,dalton,66.666664,98,dominique,stuton,,242697,dominiquestuton
341,megan,johnston,1952-02-18,meganjohnston,meganjohnston,100.0,268,megan,100.0,201,johnston,100.0,227,megan,johnston,1952-02-18,341859,meganjohnston
342,tina,lane,2014-04-08,tinalane,tinalaen,87.5,269,tina,100.0,202,lane,100.0,244,tina,laen,2014-04-08,81689,tinalaen
343,derek,hicks,1987-08-15,derekhicks,derekhciks,90.0,270,derek,100.0,203,hciks,80.0,229,derek,hciks,1987-08-15,402038,derekhciks
344,amy,whitney,1942-04-21,amywhitney,aymwhitney,90.0,271,amy,100.0,215,whitney,100.0,230,aym,whitney,1942-04-21,149248,aymwhitney
